Church,Cath. Dir.,street address,City,state/zipcode,Diocese,URL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,PDF,Bulletin
Holy Guardian Angels Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55678,3121 Kutztown Rd,Reading,PA 19605 US,Diocese of Allentown,http://www.hgaparish.com/,,,,,,,,,N,N
Holy Rosary Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=15131,237 Franklin St.,Reading,PA 19602-1034 US,Diocese of Allentown,https://discovermass.com/church/holy-rosary-reading-pa/,,,,,,,,,N,N
Nativity of Blessed Virgin Mary Ukrainian Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55680,630 Laurel Street,Reading,PA 19602 US,Archeparchy of Philadelphia,http://nativitybvmchurch.wixsite.com/mary,,,,,,,,,N,N
SS Cyril & Methodius Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55675,449 S Sixth St,Reading,PA 19602 US,Diocese of Allentown,https://www.parishesonline.com/find/ss-cyril-methodius-19602,,,,,,,,,N,N
St. Anthony of Padua Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55685,501 Summit Ave,Reading,PA 19611 US,Diocese of Allentown,http://www.stanthonyreading.org,,,,,,,,,N,N
St. Catharine of Siena Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=16292,2427 Perkiomen Ave.,Reading,PA 19606-2049 US,Diocese of Allentown,http://www.scsreading.org/,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55677,1018 N Eighth St,Reading,PA 19604 US,Diocese of Allentown,http://www.sjcreading.com,,,,,,,,,N,N
St. Margarert Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55672,925 Centre Ave,Reading,PA 19601 US,Diocese of Allentown,http://stmargaretsreading.org/,,,,,,,,,N,N
St. Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55676,250 S 12th St,Reading,PA 19602 US,Diocese of Allentown,http://www.stmaryrdg.com,,,,,,,,,N,N
St. Mary's School,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=70482,1200 Spurce Street,Reading,PA 19602 US,Diocese of Allentown,https://www.sms.edu/our-programs/academics/summer-reading,,,,,,,,,N,N
St. Paul Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55686,151 N. 9th. Street,Reading,PA 19612 US,Diocese of Allentown,https://www.parishesonline.com/find/st-pauls-roman-catholic-church,,,,,,,,,N,N
St. Peter Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55674,322 S 5th Street,Reading,PA 19602 US,Diocese of Allentown,http://www.stpeterchurchreading.org,,,,,,,,,N,3
Corpus Christi Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55644,900 Sumneytown Pk,Lansdale,PA 19446 US,Archeparchy of Philadelphia,http://www.corpuschristilansdale.org,,,,,,,,,N,N
Marian Sodality,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=72820,523 Pennbrook Ave,Lansdale,PA 19446-3934 US,Archdiocese of Philadelphia,https://www.catholicdirectory.com/lansdale/catholic-organization/marian-sodality,,,,,,,,,N,N
Presentation of Our Lord Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55642,1564 Allentown Rd,Lansdale,PA 19446 US,Archeparchy of Philadelphia,https://presentationukrainiancc.com/,,,,,,,,,N,1
St. Stanislaus Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55643,51 Lansdale Avenue,Lansdale,PA 19446-2972 US,Archdiocese of Philadelphia,http://www.ststanislaus.com/,,,,,,,,,N,N
Good Shepherd Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=16571,3435 Trindle Rd.,Camp Hill,PA 17011-4437 US,Diocese of Harrisburg,http://www.goodshepherd-parish.com/,,,,,,,,,N,N
St. Martha,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189668,260 Bonnieville Road,Fairmount Springs,PA 17878 US,Diocese of Scranton,http://www.stmarthaschurch.org/,,,,,,,,,N,N
St. Pius X Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54976,112 Fairview Drive,Selinsgrove,PA 17870-9406 US,Diocese of Harrisburg,http://www.stpiusxparish.net,,,,,,,,,N,1
Susquehanna University,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189760,610 University Ave.,Selinsgrove,PA 17870 US,None,http://www.susqu.edu/chaplain/,,,,,,,,,N,N
Queen of Peace Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54891,202 Zimmerman Rd.,Millersburg,PA 17061 US,Diocese of Harrisburg,http://www.hbgdiocese.org/parish/queen-of-peace-millersburg/,,,,,,,,,N,N
St. Margaret Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54295,3055 Leechburg Road,Lower Burrell,PA 15068 US,Diocese of Greensburg,http://www.smmlb.org/,,,,,,,,,N,N
Young Adult Catholic Community Of Lower Bucks,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=71617,,Bucks County,PA 19047 US,Archdiocese of Philadelphia,https://stjudechalfont.org/young-adults-of-bucks-county,,,,,,,,,N,2
St. John The Evangelist Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54511,163 E First Ave,Everett,PA 15537 US,Diocese of Altoona - Johnstown,http://www.stjohneverettpa.org,,,,,,,,,N,1
Prince of Peace Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=74777,123 West Grace Street,Old Forge,PA 18518 US,Diocese of Scranton,https://www.parishesonline.com/find/prince-of-peace-parish,,,,,,,,,N,N
St. Lawrence O'Toole-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55239,620 S Main St,Old Forge,PA 18518 US,Diocese of Scranton,https://www.catholicdirectory.com/old-forge/church/st-lawrence-otoole-closed,,,,,,,,,N,N
St. Mary Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55237,123 W Grace St,Old Forge,PA 18518 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55237,,,,,,,,,N,N
St. Nicholas Byzantine Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55236,140 Church Street,Old Forge,PA 18518 US,Byzantine Catholic Eparchy of Passaic,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55236,,,,,,,,,N,N
St. Gabriel of the Sorrowful Mother Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55658,127 East Howard Street,Stowe,PA 19464-6706 US,Archdiocese of Philadelphia,http://www.sgcstowe.squarespace.com,,,,,,,,,N,N
Holy Rosary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54467,One Orchard St,Muse,PA 15350 US,Diocese of Pittsburgh,http://www.holyrosarymuse.org/,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54962,925 Huron Ave,Renovo,PA 17764 US,Diocese of Altoona - Johnstown,https://www.stjosephparishneedham.com/,,,,,,,,,N,N
Immaculate Conception Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54948,5973 Jacks Hollow Rd,Williamsport,PA 17702 US,Diocese of Scranton,http://www.icslchurch.net/,,,,,,,,,N,N
St. Ann Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54949,1120 Northway Rd,Williamsport,PA 17701 US,Diocese of Scranton,http://www.stannrcc.org/,,,,,,,,,N,1
St. Boniface Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54955,326 Washington Blvd,Williamsport,PA 17701 US,Diocese of Scranton,http://stbonifacecatholic.com/,,,,,,,,,N,N
St. Joseph the Worker Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=383,702 W 4th Street,Williamsport,PA 17701 US,Diocese of Scranton,http://www.sjwparish.org,,,,,,,,,N,N
United Catholic Youth Ministry,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=74578,326 Washington Blvd,Williamsport,PA 17701 US,Diocese of Scranton,https://www.yellowpages.com/williamsport-pa/united-catholic-youth-ministry,,,,,,,,,N,N
Annunciation of The Blessed Virgin Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55505,1206 Valley Road,Melrose Park,PA 19127 US,Archeparchy of Philadelphia,http://www.ukrainianbvm.com,,,,,,,,,N,N
Church of The Good Shepherd Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55128,87 S Hunter Hwy,Drums,PA 18222 US,Diocese of Scranton,http://www.goodshepherd-drums.org,,,,,,,,,N,N
St. Thomas Aquinas Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54816,159 Hickeory St.,Ashville,PA 16613 US,Diocese of Altoona - Johnstown,https://catholicmasstime.org/church/st-thomas-aquinas/6887/,,,,,,,,,N,N
Mision Santa Maria Madre De Dios,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55597,37 S Pennsylvania Ave Rt 41,Avondale,PA 19311 US,Archdiocese of Philadelphia,http://archphila.org/parishes/7041.php,,,,,,,,,N,N
St. Gabriel of The Sorrowful Mother Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55598,8900-8902 Gap Newport Pike,Avondale,PA 19311 US,Archeparchy of Philadelphia,http://www.stgabrielavondale.org,,,,,,,,,N,N
St. Michael Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54514,1316 St. Paul Road,West Salisbury,PA 15565 US,Diocese of Altoona - Johnstown,https://discovermass.com/church/st-michael-west-salisbury-pa/,,,,,,,,,N,N
St. Ann Mission,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189699,101 Hemlock St.,Marienville,PA 16239 US,None,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189699,,,,,,,,,N,N
St. Eulalia Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54866,6 E. Maple St.,Coudersport,PA 16915 US,Diocese of Erie,https://steulalia-stgabriel.org/,,,,,,,,,N,3
Bryn Mawr College Newman,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189646,219 Roberts Rd,Bryn Mawr,PA 19010 US,None,http://www.sccs.swarthmore.edu/org/catholic/,,,,,,,,,N,N
Our Mother of Good Counsel Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55380,31 Pennswood Rd,Bryn Mawr,PA 19010 US,Archeparchy of Philadelphia,https://www.omgcparish.org/,,,,,,,,,N,2
St. John Neumann Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55379,380 Highland La,Bryn Mawr,PA 19010 US,Archeparchy of Philadelphia,http://www.sjnparish.org,,,,,,,,,N,N
St. Hilary of Poitiers Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55418,820 Susquehanna Rd,Rydal,PA 19046 US,Archeparchy of Philadelphia,https://sthilarypoitiers.org/,,,,,,,,,N,N
St. Alphonsus Parish Murrinsville-W Sunbury,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54690,202 State Street,West Sunbury,PA 16061 US,Diocese of Pittsburgh,http://www.stalspar.com/,,,,,,,,,N,N
St. Alphonsus Parish St. Louis Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189780,202 W. State Street,West Sunbury,PA 16061 US,Diocese of Pittsburgh,http://www.stalspar.com/,,,,,,,,,N,N
Notre Dame De Lourdes Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55450,Michigan Ave and Fairview Rd,Swarthmore,PA 19081 US,Archeparchy of Philadelphia,https://notredamedelourdes.net/,,,,,,,,,N,N
Swarthmore College - Newman Ministry,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189771,Bond Hall - Swarthmore College,Swarthmore,PA 19081 US,None,http://www.sccs.swarthmore.edu/org/catholic,,,,,,,,,N,N
St. Richard Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55121,RR 2,Barnesville,PA 18214 US,Diocese of Allentown,https://strichard.org/,,,,,,,,,N,1
Holy Martyrs Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55447,Ulmer Ave and Allison Rd,Oreland,PA 19075 US,Archdiocese of Philadelphia,http://www.holymartyrschurch.org,,,,,,,,,N,N
St. Catherine Mission,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189781,146 Lincoln Street,Westfield,PA 16950 US,St. Thomas the Apostle Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189781,,,,,,,,,N,N
St. Victor Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54255,531 Bairdford Road,Bairdford,PA 15006 US,Diocese of Pittsburgh,http://www.stvictors.org/,,,,,,,,,N,N
Holy Cross,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189715,200 Delaware Ave,Olyphant,PA 18447-1535 US,Diocese of Scranton,http://www.holycrossolyphant.org/,,,,,,,,,N,N
SS Cyril and Methodius Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55193,135 River St,Olyphant,PA 18447 US,Archeparchy of Philadelphia,http://stcyrils.weconnect.com,,,,,,,,,N,N
St. Joseph Mission,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189103,Main Street,Anita,PA 15711 US,Diocese of Erie,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189103,,,,,,,,,N,N
St. Ursula Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=539,1300 Broadway.,Fountain Hill,PA 18015-4023 US,Diocese of Allentown,https://discovermass.com/church/st-ursula-fountain-hill-pa/,,,,,,,,,N,N
SS Peter & Paul Chapel,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55038,825 E Grand Ave,Tower City,PA 17980 US,Diocese of Allentown,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55038,,,,,,,,,N,N
St. Bartholomew Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54675,185 Church Hill Rd,Wilmore,PA 15962 US,Diocese of Altoona - Johnstown,https://discovermass.com/church/st-bartholomew-wilmore-pa/,,,,,,,,,N,N
St. Jude Church and Shrine,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55351,321 W Butler Ave.,Chalfont,PA 18914 US,Archeparchy of Philadelphia,http://www.stjudechalfont.org,,,,,,,,,N,2
Divine Redeemer Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=16492,300 West Avenue,Mount Carmel,PA 17851 US,Diocese of Harrisburg,http://divineredeemerpa.weconnect.com/,,,,,,,,,N,N
Our Lady of Mount Carmel Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54973,47 S Market St,Mount Carmel,PA 17851 US,Diocese of Harrisburg,http://ourladyofmtcarmelcatholicchurch.web.officelive.com,,,,,,,,,N,N
SS Peter and Paul Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54971,131 N Beech St,Mount Carmel,PA 17851 US,Archeparchy of Philadelphia,http://sspeterandpaulmc.org/,,,,,,,,,N,1
Immaculate Conception Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54485,148 E Crawford Ave,Connellsville,PA 15425 US,Diocese of Greensburg,https://www.parishesonline.com/find/immaculate-conception-church-15425,,,,,,,,,N,N
St. John The Evangelist Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54483,908 W Crawford Ave,Connellsville,PA 15425 US,Diocese of Greensburg,https://www.youghcatholic.org/,,,,,,,,,N,N
St. Rita Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54486,116 S Second St,Connellsville,PA 15425 US,Diocese of Greensburg,https://www.parishesonline.com/find/st-rita-church-15425,,,,,,,,,N,N
